created,text,retwc,hashtag,followers,friends,polarity,sentiment
11/6/2019 9:03,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,47,312,0.1,4
11/6/2019 9:03,"b""RT @nagma_morarji: Stubble burning accounts for a small proportion of Delhi's pollution but AAP govt keeps blaming Punjab &amp; Haryana governm\xe2\x80\xa6""",85,None,488,479,-0.25,0
11/6/2019 9:03,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,47,312,-0.133333333,0
11/6/2019 9:03,b'RT @ArunDevilz: RTI reply reveals AAP government in Delhi has not spent almost 80% of the Green Tax collected in last four years\n\n#AAPBJPch\xe2\x80\xa6',2,None,47,312,-0.05,0
11/6/2019 9:02,b'RT @Ch_AnilKumarINC: NGT slaps delhi government with rs 25 crore fine for \xe2\x80\x98failing to check pollution in Delhi\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',39,AAPBJPchokeDelhi,172,136,0.416666667,4
11/6/2019 9:02,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,47,312,0.366666667,4
11/6/2019 9:02,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,62,42,0.169444444,4
11/6/2019 9:01,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,1244,1789,-0.133333333,0
11/6/2019 9:01,"b'RT @2_baghel: Supreme Court has asked the Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to prove that\xe2\x80\xa6'",1,None,84,172,-0.283333333,0
11/6/2019 9:01,"b'Supreme Court has asked the Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to\xe2\x80\xa6 https://t.co/q9evPUsekf'",1,None,84,172,-0.283333333,0
11/6/2019 9:01,b'RT @SirJadeja7: #LaalSinghChaddhaLogo is like breath of fresh air which delhi needs right now. #FreshAirForDelhi #AapBJPChokeDelhi \n@Bollyh\xe2\x80\xa6',9,LaalSinghChaddhaLogo,32,1295,0.292857143,4
11/6/2019 9:00,b'RT @KilaFateh: While Delhi is suffering the deadly pollution both aap and bjp are playing games to fool people\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',21,AAPBJPchokeDelhi,3680,1239,-0.2,0
11/6/2019 8:59,b'RT @RuchiraC: Unease of living and doing business: Common sentiment across the corporate ecosystem in Gurgaon. #AAPBJPchokeDelhi \nhttps://t\xe2\x80\xa6',52,AAPBJPchokeDelhi,338,4294,-0.15,0
11/6/2019 8:59,"b'RT @geetv79: AAP promised to increase the fleet of public transport buses to 11,000.\n\nBut the DTC fleet has actually gone down\xf0\x9f\x94\xbb\n- From 6800\xe2\x80\xa6'",23,None,16,99,-0.051851852,0
11/6/2019 8:59,"b'RT @Anish_INC: Concerned with the alarming levels of\xc2\xa0pollution\xc2\xa0in the national capital, @priyankagandhi convened an emergency meeting of\xc2\xa0De\xe2\x80\xa6'",27,None,199,69,-0.1,0
11/6/2019 8:58,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,16,99,-0.4125,0
11/6/2019 8:58,"b""Let's stop playing politics and talk about solutions. \n\nWould love to hear all those spreading hysteria to tweet wi\xe2\x80\xa6 https://t.co/QY4tCLB3Z3""",0,None,12,112,0.5,4
11/6/2019 8:58,b'RT @RuchiraC: Unease of living and doing business: Common sentiment across the corporate ecosystem in Gurgaon. #AAPBJPchokeDelhi \nhttps://t\xe2\x80\xa6',52,AAPBJPchokeDelhi,27,26,-0.15,0
11/6/2019 8:57,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,11367,1504,-0.166666667,0
11/6/2019 8:57,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,104,399,0.366666667,4
11/6/2019 8:57,b'RT @SevadalDL: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',7,None,262,810,-0.066666667,0
11/6/2019 8:56,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,862,784,0.1,4
11/6/2019 8:56,"b'RT @INC_Andhra: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",15,None,262,810,0.169444444,4
11/6/2019 8:56,b'RT @SevadalDL: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @LambaAlka\xe2\x80\xa6',33,AAPBJPchokeDelhi,234,291,0.16,4
11/6/2019 8:56,b'RT @Nattashasharrma: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @Lam\xe2\x80\xa6',34,AAPBJPchokeDelhi,479,408,0.16,4
11/6/2019 8:56,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,65,728,0.169444444,4
11/6/2019 8:56,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,247,400,-0.4125,0
11/6/2019 8:55,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,216,106,-0.075,0
11/6/2019 8:55,b'RT @nagma_morarji: #AAPBJPchokeDelhi\nAAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolvi\xe2\x80\xa6',35,AAPBJPchokeDelhi,328,301,0.1,4
11/6/2019 8:55,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,347,560,0.169444444,4
11/6/2019 8:55,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,103,64,0.1,4
11/6/2019 8:55,"b""RT @geetv79: How Shiela Dikshit rolled out the world's biggest clean air project:\nHer biggest contribution to Delhi, the one by which her s\xe2\x80\xa6""",61,None,262,810,0.366666667,4
11/6/2019 8:54,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,148,206,0.366666667,4
11/6/2019 8:54,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,488,479,-0.075,0
11/6/2019 8:54,"b""RT @Vidyaraj51: Delhi Odd Even Scheme: SC asks Delhi government 'logic' behind odd-even scheme, imposes Rs 1 lakh penalty on violating cons\xe2\x80\xa6""",9,None,184,1759,-0.244444444,0
11/6/2019 8:53,"b'RT @Nattashasharrma: Under CM @SheilaDikshit,Delhi emerged as the greenest capital city in the world with a 22% increase in green cover. #A\xe2\x80\xa6'",28,None,409,829,-0.2,0
11/6/2019 8:53,b'RT @nagma_morarji: #AAPBJPchokeDelhi\nOur national capital Delhi is facing severe air pollution. Situation is very grim and people not safe\xe2\x80\xa6',42,AAPBJPchokeDelhi,103,64,-0.625,0
11/6/2019 8:53,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,479,408,-0.4125,0
11/6/2019 8:52,"b'RT @INCDelhi: Every time Delhi High Court came to the rescue : In Dec 2018 Delhi high court, took suo-motu notice of a fire in south Delhi,\xe2\x80\xa6'",87,None,262,810,0.16,4
11/6/2019 8:52,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,295,391,0.169444444,4
11/6/2019 8:51,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,2556,902,0.366666667,4
11/6/2019 8:51,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,479,408,-0.133333333,0
11/6/2019 8:50,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,479,408,0.1225,4
11/6/2019 8:49,"b""RT @geetv79: How Shiela Dikshit rolled out the world's biggest clean air project:\nHer biggest contribution to Delhi, the one by which her s\xe2\x80\xa6""",61,None,346,494,0.366666667,4
11/6/2019 8:49,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,17,93,0.1225,4
11/6/2019 8:49,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,17,93,0.366666667,4
11/6/2019 8:48,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,17,93,0.1,4
11/6/2019 8:48,b'RT @geetv79: Stubble burning in Punjab Haryana contributes not more than\xf0\x9f\x91\x89 5- 7% to Delhi pollution.\n\nLOCAL sources cause \xf0\x9f\x91\x8965% of Delhi poll\xe2\x80\xa6',21,None,1627,253,-0.25,0
11/6/2019 8:48,b'RT @INCDelhi: AAP Government is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue at t\xe2\x80\xa6',45,None,7,49,0.1,4
11/6/2019 8:48,"b'RT @INCDelhi: Every time Delhi High Court came to the rescue : In Dec 2018 Delhi high court, took suo-motu notice of a fire in south Delhi,\xe2\x80\xa6'",87,None,7,49,0.16,4
11/6/2019 8:48,b'RT @KilaFateh: While Delhi is suffering the deadly pollution both aap and bjp are playing games to fool people\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',21,AAPBJPchokeDelhi,6514,5149,-0.2,0
11/6/2019 8:47,"b'RT @faizan_inc: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000.\xe2\x80\xa6'",3,None,7,49,-0.075,0
11/6/2019 8:47,"b""RT @nagma_morarji: Stubble burning accounts for a small proportion of Delhi's pollution but AAP govt keeps blaming Punjab &amp; Haryana governm\xe2\x80\xa6""",85,None,7,49,-0.25,0
11/6/2019 8:47,"b""RT @geetv79: How Shiela Dikshit rolled out the world's biggest clean air project:\nHer biggest contribution to Delhi, the one by which her s\xe2\x80\xa6""",61,None,87,419,0.366666667,4
11/6/2019 8:47,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,7,49,0.169444444,4
11/6/2019 8:47,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,1629,26,-0.075,0
11/6/2019 8:46,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,130,246,-0.075,0
11/6/2019 8:46,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,7,49,0.1225,4
11/6/2019 8:45,b'RT @SevadalDL: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @LambaAlka\xe2\x80\xa6',33,AAPBJPchokeDelhi,7,49,0.16,4
11/6/2019 8:45,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,7,49,-0.4125,0
11/6/2019 8:45,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,7,49,-0.166666667,0
11/6/2019 8:45,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,1695,1761,-0.075,0
11/6/2019 8:45,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,7,49,-0.133333333,0
11/6/2019 8:45,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,7,49,0.366666667,4
11/6/2019 8:44,"b'RT @geetv79: This was in 2013 \xf0\x9f\x91\x87in the good old days \n\nDelhi emerges as Greenest Capital City in the world, with green cover rising to 22%\xe2\x80\xa6'",79,None,87,419,0.2,4
11/6/2019 8:44,"b'RT @geetv79: In 2013, \nDelhi emerged as the Greenest Capital City in the world \n\nIn 2019,\nDelhi emerged as the Most Polluted City in the wo\xe2\x80\xa6'",17,None,167,276,0.5,4
11/6/2019 8:43,"b'RT @VinayDokania: During Congress regime under Sheila Dikshit ji,Delhi was one of the Greenest city in the world thanks to adequate plannin\xe2\x80\xa6'",14,None,15012,925,0.266666667,4
11/6/2019 8:43,b'RT @SevadalDL: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @LambaAlka\xe2\x80\xa6',33,AAPBJPchokeDelhi,338,221,0.16,4
11/6/2019 8:43,b'RT @Iffidel: Why 18% rise in daily bus ridership when there is better metro service in Delhi. Reason behind it is the increased fare of Del\xe2\x80\xa6',9,None,8318,453,0.033333333,4
11/6/2019 8:43,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,695,780,-0.075,0
11/6/2019 8:43,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,338,221,-0.4125,0
11/6/2019 8:43,b'RT @LambaAlka: #aapbjpchokedelhi @INCDelhi @INCIndia \nOpinion | How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project https:/\xe2\x80\xa6',74,aapbjpchokedelhi,515,308,0.366666667,4
11/6/2019 8:43,b'RT @SaralPatel: DTC fleet goes down \xe2\xac\x87\xef\xb8\x8f\nPollution goes up \xe2\xac\x86\xef\xb8\x8f #AAPBJPchokeDelhi https://t.co/rrbwjnHmDq',30,AAPBJPchokeDelhi,515,308,-0.155555556,0
11/6/2019 8:43,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,229,512,-0.075,0
11/6/2019 8:42,"b'RT @RanjanaINC: Even Supreme Court questioned Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to prove\xe2\x80\xa6'",6,None,40,44,-0.283333333,0
11/6/2019 8:42,b'RT @patwal_raju: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white\xe2\x80\xa6',5,None,971,1183,-0.066666667,0
11/6/2019 8:42,b'RT @patwal_raju: Odd even is not for to fight pollution problem it\xe2\x80\x99s just a political stunt by Kejriwal which is hence proved by the hoardi\xe2\x80\xa6',3,None,971,1183,-0.083333333,0
11/6/2019 8:42,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,43,562,-0.075,0
11/6/2019 8:42,"b'RT @INCDelhi: Every time Delhi High Court came to the rescue : In Dec 2018 Delhi high court, took suo-motu notice of a fire in south Delhi,\xe2\x80\xa6'",87,None,2797,1430,0.16,4
11/6/2019 8:42,b'RT @PumpiNsui: Delhi  has become a gas chamber One cannot breathe So many respiratory health issues are a cause of concern for people but t\xe2\x80\xa6',11,None,2797,1430,0.5,4
11/6/2019 8:42,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,381,1430,0.169444444,4
11/6/2019 8:42,"b'RT @VenuHPMC: #AAPBJPchokeDelhi Situation is so bad that, the Environment Pollution Authority has declared a public health emergency.'",9,AAPBJPchokeDelhi,2797,1430,-0.35,0
11/6/2019 8:42,"b""RT @RuchiraC: A public health emergency has been declared only now but Delhi's air quality is extremely poor throughout the year, stubble o\xe2\x80\xa6""",34,None,2797,1430,-0.133333333,0
11/6/2019 8:42,b'RT @KilaFateh: While Delhi is suffering the deadly pollution both aap and bjp are playing games to fool people\n#AAPBJPchokeDelhi https://t.\xe2\x80\xa6',21,AAPBJPchokeDelhi,8318,453,-0.2,0
11/6/2019 8:42,b'RT @PumpiNsui: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white pa\xe2\x80\xa6',28,None,2797,1430,-0.066666667,0
11/6/2019 8:42,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,295,142,-0.075,0
11/6/2019 8:42,"b""RT @RuchiraC: A public health emergency has been declared only now but Delhi's air quality is extremely poor throughout the year, stubble o\xe2\x80\xa6""",34,None,515,308,-0.133333333,0
11/6/2019 8:42,b'RT @LambaAlka: #AAPBJPCHOKEDELHI @INCDelhi @INCIndia \nGreen issues were important for Sheila Dikshit at all times https://t.co/atB0ZAhMYd',36,AAPBJPCHOKEDELHI,102,664,0.4,4
11/6/2019 8:41,b'RT @bhatia_niraj23: Perfect pic to start with .. #AAPBJPChokeDelhi !\n\n#DelhiAirQuality https://t.co/Zwz5pLvmkN',54,AAPBJPChokeDelhi,2797,1430,1,4
11/6/2019 8:41,"b'RT @Hassanbadshah: Every time Delhi High Court came to the rescue : In Dec 2018 Delhi high court, took suo-motu notice of a fire in south D\xe2\x80\xa6'",1,None,166,61,0.16,4
11/6/2019 8:41,b'RT @RuchiraC: Unease of living and doing business: Common sentiment across the corporate ecosystem in Gurgaon. #AAPBJPchokeDelhi \nhttps://t\xe2\x80\xa6',52,AAPBJPchokeDelhi,2797,1430,-0.15,0
11/6/2019 8:41,b'RT @RuchiraC: Unease of living and doing business: Common sentiment across the corporate ecosystem in Gurgaon. #AAPBJPchokeDelhi \nhttps://t\xe2\x80\xa6',52,AAPBJPchokeDelhi,515,308,-0.15,0
11/6/2019 8:41,"b'RT @RuchiraC: Supreme Court has asked the Delhi govt about the ""logic"" behind the odd-even scheme and ordered it produce data to prove that\xe2\x80\xa6'",92,None,2797,1430,-0.283333333,0
11/6/2019 8:41,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,338,221,-0.133333333,0
11/6/2019 8:41,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,60,233,0.169444444,4
11/6/2019 8:41,b'RT @exhortofgeeta: Delhi was a much greener and cleaner Delhi when Shiela ji was CM as her priority was development but the blame game of b\xe2\x80\xa6',39,None,11,155,-0.1,0
11/6/2019 8:41,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,2797,1430,0.169444444,4
11/6/2019 8:41,b'RT @SaralPatel: Congress government under Sheila Dikshit increased the green Cover in Delhi by 22%. AAP Government should present a white p\xe2\x80\xa6',38,None,515,308,-0.066666667,0
11/6/2019 8:41,b'RT @nagma_morarji: #AAPBJPchokeDelhi\nOur national capital Delhi is facing severe air pollution. Situation is very grim and people not safe\xe2\x80\xa6',42,AAPBJPchokeDelhi,515,308,-0.625,0
11/6/2019 8:41,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,1696,92,-0.133333333,0
11/6/2019 8:41,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,1696,92,-0.4125,0
11/6/2019 8:41,b'RT @SevadalDL: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @LambaAlka\xe2\x80\xa6',33,AAPBJPchokeDelhi,1696,92,0.16,4
11/6/2019 8:41,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,11,155,0.169444444,4
11/6/2019 8:40,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,11,155,-0.075,0
11/6/2019 8:40,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,2797,1430,-0.075,0
11/6/2019 8:40,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,971,1183,-0.4125,0
11/6/2019 8:40,b'RT @Iffidel: Why 18% rise in daily bus ridership when there is better metro service in Delhi. Reason behind it is the increased fare of Del\xe2\x80\xa6',9,None,515,308,0.033333333,4
11/6/2019 8:40,"b'RT @SChopraINC: Airpollution is 365days problem becoming a major public health emergency,recording more than 130 poor air quality days ever\xe2\x80\xa6'",120,None,23421,1181,0.1225,4
11/6/2019 8:40,"b'RT @INCGhogha: DTC fleet goes down, Pollution goes up.\n\n#AAPBJPchokeDelhi https://t.co/5eZh62Trne'",2,AAPBJPchokeDelhi,166,61,-0.155555556,0
11/6/2019 8:39,b'RT @SevadalDL: Delhi chokes as pollution levels hits high.\nSever AQI observed on 4th November 2019\n\n#AAPBJPchokeDelhi\n@ajaymaken @LambaAlka\xe2\x80\xa6',33,AAPBJPchokeDelhi,23421,1181,0.16,4
11/6/2019 8:39,b'RT @inc_jpagarwal: @ArvindKejriwal Govt &amp; @BJP4India blaming each other instead of finding solution to #pollution problem in #Delhi. Bad ai\xe2\x80\xa6',43,pollution,23421,1181,-0.4125,0
11/6/2019 8:39,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,23421,1181,-0.133333333,0
11/6/2019 8:39,b'Why 18% rise in daily bus ridership when there is better metro service in Delhi. Reason behind it is the increased\xe2\x80\xa6 https://t.co/VSL9CXOgA0',9,None,19482,694,0.033333333,4
11/6/2019 8:39,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,971,1183,-0.166666667,0
11/6/2019 8:39,b'RT @ArunDevilz: RTI reply reveals AAP government in Delhi has not spent almost 80% of the Green Tax collected in last four years\n\n#AAPBJPch\xe2\x80\xa6',2,None,971,1183,-0.05,0
11/6/2019 8:39,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,971,1183,-0.133333333,0
11/6/2019 8:39,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,971,1183,0.1,4
11/6/2019 8:38,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,971,1183,0.366666667,4
11/6/2019 8:37,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,223,367,-0.133333333,0
11/6/2019 8:37,"b'RT @INCIndia: Even after a full term of being in govt, AAP has failed to fulfill its promise of increasing the fleet of buses to 11,000. Wh\xe2\x80\xa6'",354,None,368,505,-0.075,0
11/6/2019 8:37,b'RT @INCDelhi: AAP Government is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue at t\xe2\x80\xa6',45,None,368,505,0.1,4
11/6/2019 8:36,"b'RT @geetv79: This was in 2013 \xf0\x9f\x91\x87in the good old days \n\nDelhi emerges as Greenest Capital City in the world, with green cover rising to 22%\xe2\x80\xa6'",79,None,126,361,0.2,4
11/6/2019 8:35,b'RT @Hassanbadshah: Delhi lacks public transport : It has only half the buses it needs for public transport (that\xe2\x80\x99s the lowest level in the\xe2\x80\xa6',1,None,166,61,-0.041666667,0
11/6/2019 8:35,"b""RT @geetv79: How Shiela Dikshit rolled out the world's biggest clean air project:\nHer biggest contribution to Delhi, the one by which her s\xe2\x80\xa6""",61,None,2173,173,0.366666667,4
11/6/2019 8:35,"b""Here's how Sheila Dikshit ji, who changed the face of Delhi, rolled out the world\xe2\x80\x99s biggest clean air project.\n\nBla\xe2\x80\xa6 https://t.co/lxgVaTDmpi""",1,None,258,1012,0.366666667,4
11/6/2019 8:35,"b'RT @SaralPatel: How Sheila Dikshit rolled out the world\xe2\x80\x99s biggest clean air project. \n\nBlaming &amp; Nitpicking is easy and working is Hard, Ho\xe2\x80\xa6'",217,None,231,626,0.169444444,4
11/6/2019 8:35,"b'RT @Sharmistha_GK: Instead of giving these vague gyans, if the state &amp; central govt made a concerted attempt to put an action plan in place\xe2\x80\xa6'",119,None,58,276,-0.133333333,0
11/6/2019 8:35,"b'RT @devendrayadvinc: Pollution breaks all previous records as failing to check &amp; ensure ban on demolition, construction &amp; garbage burning,\xe2\x80\xa6'",104,None,1,3,-0.166666667,0
11/6/2019 8:35,b'RT @RahulSharmaINC: AAP Govt is busy blaming the neighbouring states for pollution in Delhi instead of focusing on resolving the issue  \nWh\xe2\x80\xa6',12,None,146,368,0.1,4
11/6/2019 8:33,b'RT @SChopraINC: #AAPBJPchokeDelhi AAP shud come clean&amp;inform the people about the steps it has taken to prevent pollution in Delhi.While th\xe2\x80\xa6',165,AAPBJPchokeDelhi,294,280,0.366666667,4
11/6/2019 8:33,b'RT @DilawarIT: Delhi  has become a gas chamber One cannot breathe So many respiratory health issues are a cause of concern for people but t\xe2\x80\xa6',3,None,166,61,0.5,4
